path,title,creator_or_rights_holder,source_url,original_license_or_terms,license_url_or_notes
satellites/dubaisat-2/dubaisat-2-photo.jpg,File:DubaiSat-2 (cropped).jpg,Emirates Institution for Advanced Science and Technology,https://commons.wikimedia.org/wiki/File:DubaiSat-2_(cropped).jpg,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:DubaiSat-2_(cropped).jpg
satellites/dubaisat-2/dubaisat-2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/earthcare/earthcare-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from earthcare.svg via tools/render_pngs.mjs
satellites/earthcare/earthcare-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from earthcare.svg via tools/render_pngs.mjs
satellites/earthcare/earthcare-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/earthcare/earthcare.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/earthdaily-constellation/earthdaily-constellation-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from earthdaily-constellation.svg via tools/render_pngs.mjs
satellites/earthdaily-constellation/earthdaily-constellation-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from earthdaily-constellation.svg via tools/render_pngs.mjs
satellites/earthdaily-constellation/earthdaily-constellation-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/earthdaily-constellation/earthdaily-constellation.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/envisat/envisat-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from envisat.svg via tools/render_pngs.mjs
satellites/envisat/envisat-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from envisat.svg via tools/render_pngs.mjs
satellites/envisat/envisat-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/envisat/envisat.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/epoponcassiope/epoponcassiope-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from epoponcassiope.svg via tools/render_pngs.mjs
satellites/epoponcassiope/epoponcassiope-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from epoponcassiope.svg via tools/render_pngs.mjs
satellites/epoponcassiope/epoponcassiope-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/epoponcassiope/epoponcassiope.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/fy-1/fy-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from fy-1.svg via tools/render_pngs.mjs
satellites/fy-1/fy-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from fy-1.svg via tools/render_pngs.mjs
satellites/fy-1/fy-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/fy-1/fy-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/fy-3c/fy-3c-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from fy-3c.svg via tools/render_pngs.mjs
satellites/fy-3c/fy-3c-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from fy-3c.svg via tools/render_pngs.mjs
satellites/fy-3c/fy-3c-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/fy-3c/fy-3c.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goce/goce-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goce.svg via tools/render_pngs.mjs
satellites/goce/goce-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goce.svg via tools/render_pngs.mjs
satellites/goce/goce-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goce/goce.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goes-16/goes-16-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goes-16.svg via tools/render_pngs.mjs
satellites/goes-16/goes-16-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goes-16.svg via tools/render_pngs.mjs
satellites/goes-16/goes-16-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goes-16/goes-16.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goes-19/goes-19-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goes-19.svg via tools/render_pngs.mjs
satellites/goes-19/goes-19-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from goes-19.svg via tools/render_pngs.mjs
satellites/goes-19/goes-19-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/goes-19/goes-19.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gold/gold-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gold.svg via tools/render_pngs.mjs
satellites/gold/gold-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gold.svg via tools/render_pngs.mjs
satellites/gold/gold-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gold/gold-photo.jpg,File:SES-14 with GOLD hosted payload.jpg,NASA/CIL/Chris Meaney,https://commons.wikimedia.org/wiki/File:SES-14_with_GOLD_hosted_payload.jpg,Public domain,https://commons.wikimedia.org/wiki/File:SES-14_with_GOLD_hosted_payload.jpg
satellites/gold/gold.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gomx4/gomx4-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gomx4.svg via tools/render_pngs.mjs
satellites/gomx4/gomx4-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gomx4.svg via tools/render_pngs.mjs
satellites/gomx4/gomx4-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gomx4/gomx4.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gosat-gw/gosat-gw-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gosat-gw.svg via tools/render_pngs.mjs
satellites/gosat-gw/gosat-gw-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from gosat-gw.svg via tools/render_pngs.mjs
satellites/gosat-gw/gosat-gw-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/gosat-gw/gosat-gw.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/hotsat-1/hotsat-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from hotsat-1.svg via tools/render_pngs.mjs
satellites/hotsat-1/hotsat-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from hotsat-1.svg via tools/render_pngs.mjs
satellites/hotsat-1/hotsat-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/hotsat-1/hotsat-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/icesat/icesat-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from icesat.svg via tools/render_pngs.mjs
satellites/icesat/icesat-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from icesat.svg via tools/render_pngs.mjs
satellites/icesat/icesat-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/icesat/icesat-photo-cut-1024px.png,File:ICESat spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:ICESat_spacecraft_model.png,Public domain,"derivative of icesat-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/icesat/icesat-photo-cut-512px.png,File:ICESat spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:ICESat_spacecraft_model.png,Public domain,"derivative of icesat-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
